"RECORDID"	"ONEPERID"	"ONEPERFLAG"	"ORGFLAG"	"GROUPFLAG"	"EBDFFLAG"	"MASTERRECORDID"
"0021161366"	"0021161366"	"1"	""	""	"1"	"MA11099437"
"0021161414"	"0021161414"	"1"	""	""	""	"MA08640034"
"0021161440"	"0021161440"	"1"	""	""	"1"	"MA11111189"
"0021161444"	"0021161444"	"1"	""	""	"1"	"MA11204237"
"0021161488"	"0021161488"	"1"	""	""	""	"MA08390331"
"0021161508"	"0021161508"	"1"	""	""	"1"	"MA08489186"
"0021161514"	"0021161514"	"1"	""	""	"1"	"MA08840929"
"0021161597"	"0021161597"	"1"	""	""	""	"MA08390323"
"0021161613"	"0021161613"	"1"	""	""	"1"	"MA08618384"
"0021161624"	"0021161624"	"1"	""	""	"1"	"MA11124929"
"0021161751"	"0021161751"	"1"	""	""	"1"	"MA11530542"
"0021161847"	"0021161847"	"1"	""	""	"1"	"MA11138804"
"0021161893"	"0021161893"	"1"	""	""	"1"	"MA11127010"
"0021161945"	"0021161945"	"1"	""	""	"1"	"MA11603159"
"0021162135"	"0021162135"	"1"	""	""	"1"	"MA11595950"
"0021162144"	"0021162144"	"1"	""	""	"1"	"MA08375380"
"0021162458"	"0021162458"	"1"	""	""	"1"	"MA08774709"
"0021162476"	"0021162476"	"1"	""	""	"1"	"MA08618583"
"0021162595"	"0021162595"	""	""	"1"	"1"	"MA11047721"
"0021162626"	"0021162626"	"1"	""	""	"1"	"MA08389434"
"0021162676"	"0021162676"	"1"	""	""	"1"	"MA11487862"
"0021163041"	"0021163041"	"1"	""	""	"1"	"MA11524541"
"0021163070"	"0021163070"	"1"	""	""	""	"MA11669511"
"0021163422"	"0021163422"	"1"	""	""	"1"	"MA11070612"
"0021163489"	"0021163489"	"1"	""	""	"1"	"MR04436780"
"0021163576"	"0021163576"	"1"	""	""	"1"	"MF02896888"
"0021164662"	"0021164662"	"1"	""	""	"1"	"MR02150821"
"0021164678"	"0021164678"	"1"	""	""	"1"	"MA11043387"
"0021164688"	"0021164688"	"1"	""	""	"1"	"MA11156136"
"0021164769"	"0021164769"	"1"	""	""	"1"	"MA08491037"
"0021164781"	"0021164781"	"1"	""	""	""	"MA11518046"
"0021164824"	"0021164824"	"1"	""	""	"1"	"MA11129113"
"0021164872"	"0021164872"	"1"	""	""	""	"MA11502883"
"0021164914"	""	""	""	"1"	""	"MB15308447"
"0021164963"	"0021164963"	"1"	""	""	""	"MA11522873"
"0021165001"	"0021165001"	"1"	""	""	"1"	"MA11058765"
"0021165002"	"0021165002"	"1"	""	""	"1"	"MA08490057"
"0021165020"	"0021165020"	"1"	""	""	""	"MA11592101"
"0021165032"	"0021165032"	"1"	""	""	"1"	"MA11073572"
"0021165284"	"0021165284"	"1"	""	""	"1"	"MA11138494"
"0021165412"	"0021165412"	"1"	""	""	"1"	"N0000KPCZS"
"0021165436"	"0021165436"	"1"	""	""	"1"	"MA11443656"
"0021165447"	"0021165447"	"1"	""	""	""	"MA11091713"
"0021165535"	"0021165535"	""	""	"1"	"1"	"MA11047721"
"0021165647"	"0021165647"	"1"	""	""	"1"	"MA08847755"
"0021165778"	"0021165778"	"1"	""	""	"1"	"MA08390640"
"0021165797"	"0021165797"	"1"	""	""	"1"	"MA11447489"
"0021165856"	"0021165856"	"1"	""	""	"1"	"MA08836161"
"0021165874"	"0021165874"	"1"	""	""	"1"	"MA11443678"
"0021165882"	"0021165882"	"1"	""	""	"1"	"MA08843946"
"0021165996"	"0021165996"	"1"	""	""	"1"	"MA11218098"
"0021166012"	"0021166012"	"1"	""	""	"1"	"MA08844455"
"0021166058"	"0021166058"	"1"	""	""	"1"	"MA11483086"
"0021166176"	"0021166176"	"1"	""	""	"1"	"MA11035427"
"0021166263"	"0021166263"	"1"	""	""	"1"	"MA11058790"
"0021166273"	"0021166273"	"1"	""	""	""	"MF07224219"
"0021166283"	"0021166283"	"1"	""	""	"1"	"MA08848008"
"0021166291"	"0021166291"	"1"	""	""	"1"	"MA11597197"
"0021166375"	"0021166375"	"1"	""	""	"1"	"MA11204683"
"0021166389"	"0021166389"	"1"	""	""	"1"	"MA08990708"
"0021166390"	"0021166390"	"1"	""	""	"1"	"MA08990004"
"0021167356"	"0021167356"	"1"	""	""	"1"	"MR15266730"
"0021167363"	"0021167363"	"1"	""	""	"1"	"MA11108647"
"0021167436"	"0021167436"	"1"	""	""	""	"MA11522320"
"0021167448"	"0021167448"	"1"	""	""	"1"	"MA08836351"
"0021167449"	"0021167449"	"1"	""	""	"1"	"MA08390678"
"0021167615"	"0021167615"	"1"	""	""	"1"	"MF00507561"
"0021168041"	"0021168041"	"1"	""	""	"1"	"MA11588724"
"0021168044"	"0021168044"	"1"	""	""	"1"	"MA08380637"
"0021168205"	"0021168205"	"1"	""	""	"1"	"MA09657186"
"0021168252"	"0021168252"	"1"	""	""	"1"	"N0000W7BFR"
"0021168298"	"0021168298"	"1"	""	""	"1"	"MA09143598"
"0021168308"	"0021168308"	"1"	""	""	""	"MA11051591"
"0021168309"	"0021168309"	"1"	""	""	"1"	"MA08844965"
"0021168363"	"0021168363"	"1"	""	""	"1"	"MA11522678"
"0021168554"	"0021168554"	"1"	""	""	"1"	"MR14259631"
"0021168673"	"0021168673"	"1"	""	""	"1"	"MA11597733"
"0021168758"	"0021168758"	"1"	""	""	"1"	"MA11045683"
"0021168772"	"0021168772"	"1"	""	""	""	"MA11516623"
"0021168909"	"0021168909"	"1"	""	""	"1"	"MA11443958"
"0021168918"	"0021168918"	"1"	""	""	"1"	"MA08274729"
"0021168932"	"0021168932"	"1"	""	""	"1"	"MA08337044"
"0021168947"	"0021168947"	"1"	""	""	"1"	"MF01733500"
"0021168953"	"0021168953"	"1"	""	""	"1"	"MR05250397"
"0021168960"	"0021168960"	"1"	""	""	"1"	"MA11481406"
"0021169027"	"0021169027"	"1"	""	""	""	"MA11528480"
"0021169037"	"0021169037"	"1"	""	""	"1"	"MA11488233"
"0021169045"	"0021169045"	"1"	""	""	"1"	"MA11070616"
"0021169429"	"0021169429"	"1"	""	""	"1"	"MA09748773"
"0021169448"	"0021169448"	"1"	""	""	"1"	"MA08845495"
"0021169452"	"0021169452"	"1"	""	""	""	"MA11447207"
"0021169455"	"0021169455"	"1"	""	""	"1"	"MA08913173"
"0021169487"	"0021169487"	"1"	""	""	"1"	"MA11595985"
"0021169493"	"0021169493"	"1"	""	""	""	"MA11530558"
"0021169522"	"0021169522"	"1"	""	""	"1"	"MA08491841"
"0021169673"	"0021169673"	"1"	""	""	"1"	"MA11448088"
"0021169680"	"0021169680"	"1"	""	""	"1"	"MA11454084"
"0021169711"	"0021169711"	"1"	""	""	"1"	"MA11108692"
"0021169882"	"0021169882"	"1"	""	""	"1"	"MA08843539"
"0021169893"	"0021169893"	"1"	""	""	"1"	"MA08840663"
"0021169985"	"0021169985"	"1"	""	""	"1"	"MA11111177"
"0021170001"	"0021170001"	"1"	""	""	"1"	"MA11130045"
"0021170003"	"0021170003"	"1"	""	""	"1"	"MA11158234"
"0021170040"	"0021170040"	"1"	""	""	"1"	"MA08912453"
"0021170150"	"0021170150"	"1"	""	""	"1"	"MA08378631"
"0021170243"	"0021170243"	""	""	"1"	"1"	"MR11453129"
"0021170254"	"0021170254"	"1"	""	""	"1"	"MA08915061"
"0021170256"	"0021170256"	"1"	""	""	"1"	"MR11453129"
"0021170260"	"0021170260"	"1"	""	""	"1"	"MA11002336"
"0021170267"	"0021170267"	"1"	""	""	"1"	"MA09655727"
"0021170281"	"0021170281"	""	""	"1"	"1"	"N0000MOPAR"
"0021170296"	"0021170296"	"1"	""	""	"1"	"MA08647170"
"0021170298"	"0021170298"	"1"	""	""	"1"	"MA09655061"
"0021170301"	"0021170301"	"1"	""	""	"1"	"MR00011685"
"0021170303"	"0021170303"	"1"	""	""	"1"	"MA09655069"
"0021170310"	"0021170310"	""	""	"1"	"1"	"N0000UV9TB"
"0021170313"	"0021170313"	"1"	""	""	"1"	"MA10998718"
"0021170314"	"0021170314"	"1"	""	""	"1"	"MA10998719"
"0021170320"	"0021170320"	"1"	""	""	"1"	"MA11007271"
"0021170321"	"0021170321"	"1"	""	""	"1"	"MA10998709"
"0021170366"	"0021170366"	"1"	""	""	"1"	"MA10998790"
"0021170371"	"0021170371"	"1"	""	""	"1"	"MR06197632"
"0021170386"	"0021170386"	"1"	""	""	"1"	"MA11270097"
"0021170404"	"0021170404"	"1"	""	""	"1"	"MA09654169"
"0021170422"	"0021170422"	"1"	""	""	"1"	"MA11002452"
"0021170434"	"0021170434"	"1"	""	""	"1"	"MA10998735"
"0021170449"	"0021170449"	"1"	""	""	"1"	"MA11283124"
"0021170457"	"0021170457"	"1"	""	""	"1"	"MR04236220"
"0021170489"	"0021170489"	"1"	""	""	"1"	"MA09656067"
"0021170497"	"0021170497"	"1"	""	""	"1"	"MA09316347"
"0021170507"	"0021170507"	"1"	""	""	"1"	"MA08424469"
"0021170510"	"0021170510"	"1"	""	""	"1"	"MA09653279"
"0021170514"	"0021170514"	"1"	""	""	"1"	"MA11265028"
"0021170518"	"0021170518"	"1"	""	""	"1"	"MA11001666"
"0021170531"	"0021170531"	"1"	""	""	"1"	"MF07930242"
"0021170537"	"0021170537"	"1"	""	""	"1"	"MA08245942"
"0021170565"	"0021170565"	"1"	""	""	"1"	"MA11001640"
"0021170581"	"0021170581"	""	""	"1"	"1"	"N0000PWJHH"
"0021170589"	"0021170589"	"1"	""	""	"1"	"MA09319877"
"0021170630"	"0021170630"	"1"	""	""	"1"	"MA09317340"
"0021170642"	"0021170642"	"1"	""	""	"1"	"MA09659732"
"0021170646"	"0021170646"	"1"	""	""	"1"	"MA09656076"
"0021170648"	"0021170648"	"1"	""	""	"1"	"MA09654966"
"0021170665"	"0021170665"	"1"	""	""	"1"	"MA10999773"
"0021170680"	"0021170680"	"1"	""	""	"1"	"MA09657114"
"0021170701"	"0021170701"	"1"	""	""	"1"	"MA09593757"
"0021170720"	"0021170720"	"1"	""	""	"1"	"MA09653874"
"0021170742"	"0021170742"	"1"	""	""	"1"	"MA09592421"
"0021170792"	"0021170792"	"1"	""	""	"1"	"MA11020328"
"0021170802"	"0021170802"	"1"	""	""	"1"	"MA10998793"
"0021170852"	"0021170852"	"1"	""	""	"1"	"MA11001648"
"0021170862"	"0021170862"	"1"	""	""	"1"	"MA08649295"
"0021170901"	"0021170901"	"1"	""	""	"1"	"MA09656876"
"0021170903"	"0021170903"	"1"	""	""	"1"	"MA08911798"
"0021170926"	"0021170926"	"1"	""	""	"1"	"MA11283383"
"0021170938"	"0021170938"	"1"	""	""	"1"	"MA09652616"
"0021170943"	"0021170943"	"1"	""	""	"1"	"MA09592712"
"0021170944"	"0021170944"	"1"	""	""	"1"	"MA09159861"
"0021170950"	"0021170950"	"1"	""	""	"1"	"MA09598024"
"0021170973"	"0021170973"	"1"	""	""	"1"	"MA09655064"
"0021170989"	"0021170989"	"1"	""	""	"1"	"MA11265025"
"0021170996"	"0021170996"	"1"	""	""	"1"	"MA09454215"
"0021171015"	"0021171015"	"1"	""	""	"1"	"MA08160653"
"0021171019"	"0021171019"	""	""	"1"	"1"	"N00012YU4P"
"0021171021"	"0021171021"	"1"	""	""	"1"	"MD16258032"
"0021171028"	"0021171028"	"1"	""	""	"1"	"MA09454219"
"0021171033"	"0021171033"	"1"	""	""	"1"	"MA09654943"
"0021171043"	"0021171043"	"1"	""	""	"1"	"MA09657161"
"0021171065"	"0021171065"	"1"	""	""	"1"	"MA09592432"
"0021171069"	"0021171069"	"1"	""	""	"1"	"MA09650567"
"0021171102"	"0021171102"	"1"	""	""	"1"	"MA09599406"
"0021171177"	"0021171177"	"1"	""	""	"1"	"MA10998836"
"0021171178"	"0021171178"	"1"	""	""	"1"	"MA11254712"
"0021171248"	"0021171248"	"1"	""	""	"1"	"MF00675609"
"0021171257"	"0021171257"	"1"	""	""	"1"	"MA11286178"
"0021171268"	"0021171268"	"1"	""	""	"1"	"MA09654621"
"0021171304"	"0021171304"	"1"	""	""	"1"	"MA09653822"
"0021171330"	"0021171330"	"1"	""	""	"1"	"MA09455240"
"0021171358"	"0021171358"	"1"	""	""	"1"	"MA11283381"
"0021171371"	"0021171371"	"1"	""	""	"1"	"MA10998710"
"0021171374"	"0021171374"	"1"	""	""	"1"	"MA11001625"
"0021171378"	"0021171378"	"1"	""	""	"1"	"MA10998784"
"0021171399"	"0021171399"	"1"	""	""	"1"	"MA11259058"
"0021171424"	"0021171424"	"1"	""	""	"1"	"MA08911862"
"0021171455"	"0021171455"	"1"	""	""	"1"	"MA11001646"
"0021171512"	"0021171512"	"1"	""	""	"1"	"MA10998762"
"0021171524"	"0021171524"	"1"	""	""	"1"	"MA10998741"
"0021171569"	"0021171569"	"1"	""	""	"1"	"MA09655282"
"0021171592"	"0021171592"	"1"	""	""	"1"	"MA09656862"
"0021171627"	"0021171627"	"1"	""	""	"1"	"MA09654757"
"0021171631"	"0021171631"	"1"	""	""	"1"	"MA08651253"
"0021171640"	"0021171640"	""	""	"1"	"1"	"N0000JSFWR"
"0021171647"	"0021171647"	"1"	""	""	"1"	"MA11029132"
"0021171705"	"0021171705"	"1"	""	""	"1"	"MA08328168"
"0021171735"	"0021171735"	"1"	""	""	"1"	"MA08937380"
"0021171746"	"0021171746"	"1"	""	""	"1"	"MA08324977"
"0021171784"	"0021171784"	"1"	""	""	"1"	"MA11030584"
"0021171785"	"0021171785"	"1"	""	""	"1"	"N0000OJX2F"
"0021171792"	"0021171792"	"1"	""	""	"1"	"MA11031327"
"0021171800"	"0021171800"	"1"	""	""	"1"	"MA11029151"
"0021171805"	"0021171805"	"1"	""	""	"1"	"MA11029128"
"0021171878"	"0021171878"	"1"	""	""	"1"	"MA11143940"
"0021171897"	"0021171897"	"1"	""	""	"1"	"MA11029276"
"0021171929"	"0021171929"	"1"	""	""	"1"	"MA11136178"
"0021171933"	"0021171933"	"1"	""	""	"1"	"MA09549093"
"0021171965"	"0021171965"	"1"	""	""	"1"	"MF02707160"
"0021171994"	"0021171994"	"1"	""	""	"1"	"MA11138410"
"0021172032"	"0021172032"	"1"	""	""	"1"	"MA09487346"
"0021172033"	"0021172033"	"1"	""	""	"1"	"MA11113093"
"0021172036"	"0021172036"	"1"	""	""	"1"	"MA09484164"
"0021172068"	"0021172068"	"1"	""	""	"1"	"MA11115514"
"0021172079"	"0021172079"	"1"	""	""	"1"	"MA09485196"
"0021172093"	"0021172093"	"1"	""	""	"1"	"MA08845579"
"0021172098"	"0021172098"	"1"	""	""	"1"	"MA08845240"
"0021172101"	"0021172101"	"1"	""	""	"1"	"MA11029131"
"0021172103"	"0021172103"	"1"	""	""	"1"	"MA11071408"
"0021172110"	"0021172110"	"1"	""	""	"1"	"MA11029635"
"0021172123"	"0021172123"	"1"	""	""	"1"	"MA11137534"
"0021172178"	"0021172178"	"1"	""	""	"1"	"MA11063992"
"0021172181"	"0021172181"	"1"	""	""	"1"	"MA11137471"
"0021172207"	"0021172207"	"1"	""	""	"1"	"MA09484997"
"0021172231"	"0021172231"	"1"	""	""	"1"	"MA09545806"
"0021172237"	"0021172237"	"1"	""	""	"1"	"MA11029076"
"0021172277"	"0021172277"	"1"	""	""	"1"	"MA11114538"
"0021172285"	"0021172285"	"1"	""	""	"1"	"MA09486364"
"0021172294"	"0021172294"	""	""	"1"	"1"	"N00012VQT8"
"0021172310"	"0021172310"	"1"	""	""	"1"	"MA09485052"
"0021172329"	"0021172329"	"1"	""	""	"1"	"MA11139104"
"0021172332"	"0021172332"	""	""	"1"	"1"	"MF03440223"
"0021172335"	"0021172335"	"1"	""	""	"1"	"MA11060709"
"0021172358"	"0021172358"	"1"	""	""	"1"	"MA11065916"
"0021172359"	"0021172359"	"1"	""	""	"1"	"MA08324932"
"0021172375"	"0021172375"	"1"	""	""	"1"	"MA08845314"
"0021172386"	"0021172386"	"1"	""	""	"1"	"MA09484468"
"0021172391"	"0021172391"	"1"	""	""	"1"	"N0000MLQN5"
"0021172405"	"0021172405"	""	""	"1"	"1"	"N0000JSFWR"
"0021172414"	""	""	""	"1"	""	"MA08483485"
"0021172418"	"0021172418"	"1"	""	""	"1"	"MA11029203"
"0021172424"	"0021172424"	"1"	""	""	"1"	"MA11140031"
"0021172445"	"0021172445"	"1"	""	""	"1"	"MR05792052"
"0021172451"	"0021172451"	"1"	""	""	"1"	"N0000OKG35"
"0021172463"	"0021172463"	"1"	""	""	"1"	"MA08487037"
"0021172468"	"0021172468"	"1"	""	""	"1"	"MA11073438"
"0021172472"	"0021172472"	"1"	""	""	"1"	"MA09544136"
"0021172474"	"0021172474"	"1"	""	""	"1"	"MA11114445"
"0021172477"	"0021172477"	"1"	""	""	"1"	"MA11139799"
"0021172482"	"0021172482"	"1"	""	""	"1"	"MA09544087"
"0021172490"	"0021172490"	"1"	""	""	"1"	"MA11138398"
"0021172514"	"0021172514"	"1"	""	""	"1"	"MA09545258"
"0021172523"	"0021172523"	"1"	""	""	"1"	"MA11114570"
"0021172529"	""	""	""	"1"	""	"MF04324846"
"0021172530"	"0021172530"	"1"	""	""	"1"	"MA09486910"
"0021172532"	"0021172532"	"1"	""	""	"1"	"MA11114922"
"0021172547"	"0021172547"	"1"	""	""	"1"	"MA11073436"
"0021172573"	"0021172573"	"1"	""	""	"1"	"MA08849144"
"0021172575"	"0021172575"	"1"	""	""	"1"	"MA09486637"
"0021172576"	"0021172576"	"1"	""	""	"1"	"MA08845360"
"0021172578"	"0021172578"	"1"	""	""	"1"	"MF00688854"
"0021172584"	"0021172584"	"1"	""	""	"1"	"MA08845915"
"0021172618"	"0021172618"	"1"	""	""	"1"	"MA08489541"
"0021172645"	"0021172645"	"1"	""	""	"1"	"MF08391872"
"0021172647"	"0021172647"	"1"	""	""	"1"	"MA09544169"
"0021172673"	"0021172673"	""	""	"1"	"1"	"MF03440223"
"0021172746"	"0021172746"	"1"	""	""	"1"	"MA09293157"
"0021172760"	"0021172760"	"1"	""	""	"1"	"MA11029754"
"0021172764"	"0021172764"	"1"	""	""	"1"	"MA11065883"
"0021172767"	"0021172767"	"1"	""	""	"1"	"MA11137709"
"0021172775"	"0021172775"	"1"	""	""	"1"	"MA09488909"
"0021172782"	"0021172782"	"1"	""	""	"1"	"MA11029749"
"0021172796"	"0021172796"	"1"	""	""	"1"	"MA11031329"
"0021172799"	"0021172799"	"1"	""	""	"1"	"MA08938258"
"0021172817"	"0021172817"	"1"	""	""	"1"	"MA09484705"
"0021172818"	"0021172818"	"1"	""	""	"1"	"MA09484193"
"0021172821"	"0021172821"	"1"	""	""	"1"	"MA09485006"
"0021172830"	"0021172830"	"1"	""	""	"1"	"MA09485225"
"0021172836"	"0021172836"	"1"	""	""	"1"	"MA09544675"
"0021172842"	"0021172842"	"1"	""	""	"1"	"MA09486870"
"0021172900"	"0021172900"	"1"	""	""	"1"	"MA09485047"
"0021172922"	"0021172922"	"1"	""	""	"1"	"MF04634616"
"0021172935"	"0021172935"	"1"	""	""	"1"	"MA08275911"
"0021172960"	"0021172960"	"1"	""	""	"1"	"MA11138388"
"0021172968"	"0021172968"	""	""	"1"	"1"	"N000133PVQ"
"0021172970"	"0021172970"	"1"	""	""	"1"	"MA09487069"
"0021173006"	"0021173006"	"1"	""	""	"1"	"MA09013858"
"0021173013"	"0021173013"	"1"	""	""	"1"	"MF02443582"
"0021173014"	"0021173014"	"1"	""	""	"1"	"MA11029204"
"0021173036"	"0021173036"	"1"	""	""	"1"	"MA09355802"
"0021173037"	"0021173037"	"1"	""	""	"1"	"MA09491404"
"0021173046"	"0021173046"	"1"	""	""	"1"	"MA08325161"
"0021173056"	"0021173056"	"1"	""	""	"1"	"MA08936297"
"0021173060"	"0021173060"	"1"	""	""	"1"	"MA09484760"
"0021173061"	"0021173061"	""	""	"1"	"1"	"MA11138328"
"0021173068"	"0021173068"	"1"	""	""	"1"	"MA09487758"
"0021173070"	"0021173070"	"1"	""	""	"1"	"MA09019003"
"0021173086"	"0021173086"	"1"	""	""	"1"	"MA11029126"
"0021173090"	"0021173090"	"1"	""	""	"1"	"MA08325154"
"0021173104"	"0021173104"	"1"	""	""	"1"	"MA11117731"
"0021173107"	"0021173107"	"1"	""	""	"1"	"MA09489478"
"0021173116"	"0021173116"	"1"	""	""	"1"	"MA09485281"
"0021173130"	"0021173130"	"1"	""	""	"1"	"MA08473601"
"0021173163"	"0021173163"	"1"	""	""	"1"	"MA09293158"
"0021173194"	"0021173194"	"1"	""	""	"1"	"MA08937108"
"0021173202"	"0021173202"	"1"	""	""	"1"	"MA08940968"
"0021173207"	"0021173207"	"1"	""	""	"1"	"MF08597238"
"0021173218"	"0021173218"	"1"	""	""	"1"	"MA11142602"
"0021173234"	"0021173234"	"1"	""	""	"1"	"MA11140018"
"0021173274"	"0021173274"	"1"	""	""	"1"	"MA09485077"
"0021173279"	"0021173279"	"1"	""	""	"1"	"MA10995942"
"0021173286"	"0021173286"	"1"	""	""	"1"	"MA11048863"
"0021173297"	"0021173297"	"1"	""	""	"1"	"MA08179549"
"0021173313"	"0021173313"	"1"	""	""	"1"	"MA11082920"
"0021173331"	"0021173331"	"1"	""	""	"1"	"MA09487610"
"0021173344"	"0021173344"	"1"	""	""	"1"	"MA11114907"
"0021173345"	"0021173345"	"1"	""	""	"1"	"MA11029054"
"0021173347"	"0021173347"	"1"	""	""	"1"	"MA09488013"
"0021173366"	"0021173366"	"1"	""	""	"1"	"MA11064034"
"0021173376"	"0021173376"	"1"	""	""	"1"	"MA08469835"
"0021173381"	"0021173381"	"1"	""	""	"1"	"MA08326779"
"0021173385"	"0021173385"	"1"	""	""	"1"	"MA09544998"
"0021173391"	"0021173391"	"1"	""	""	"1"	"MA08937090"
"0021173394"	"0021173394"	"1"	""	""	"1"	"MA08864361"
"0021173399"	"0021173399"	"1"	""	""	"1"	"MA11140726"
"0021173414"	"0021173414"	"1"	""	""	"1"	"MA11049193"
"0021173418"	"0021173418"	"1"	""	""	"1"	"MA11137568"
"0021173430"	"0021173430"	"1"	""	""	"1"	"MA11029192"
"0021173434"	"0021173434"	"1"	""	""	"1"	"MA11099439"
"0021173438"	"0021173438"	"1"	""	""	"1"	"MA11029314"
"0021173448"	"0021173448"	"1"	""	""	"1"	"MA09489483"
"0021173498"	"0021173498"	"1"	""	""	"1"	"MA11063983"
"0021173501"	"0021173501"	"1"	""	""	"1"	"MA08484505"
"0021173502"	"0021173502"	"1"	""	""	"1"	"MA09484218"
"0021173509"	"0021173509"	"1"	""	""	"1"	"MA08938474"
"0021173523"	"0021173523"	"1"	""	""	"1"	"MA08938478"
"0021173526"	"0021173526"	"1"	""	""	"1"	"MA08941249"
"0021173533"	"0021173533"	"1"	""	""	"1"	"MA11449569"
"0021173546"	"0021173546"	"1"	""	""	"1"	"MA09358261"
"0021173577"	"0021173577"	""	""	"1"	"1"	"N0000OJX2F"
"0021173602"	"0021173602"	"1"	""	""	"1"	"MA11052649"
"0021173627"	"0021173627"	"1"	""	""	"1"	"MA11114434"
"0021173632"	"0021173632"	"1"	""	""	"1"	"MA08484295"
"0021173641"	"0021173641"	"1"	""	""	"1"	"MA11029210"
"0021173652"	"0021173652"	"1"	""	""	"1"	"MA08488158"
"0021173662"	"0021173662"	"1"	""	""	"1"	"MA09484088"
"0021173684"	"0021173684"	"1"	""	""	"1"	"MA09483656"
"0021173739"	"0021173739"	"1"	""	""	"1"	"MA08847783"
"0021173740"	"0021173740"	"1"	""	""	"1"	"MA11029254"
"0021173746"	"0021173746"	"1"	""	""	""	"MA08849159"
"0021173775"	"0021173775"	"1"	""	""	"1"	"MA09549076"
"0021173823"	"0021173823"	"1"	""	""	"1"	"MA11137722"
"0021173832"	"0021173832"	""	""	"1"	"1"	"N0000OJX2F"
"0021173846"	"0021173846"	"1"	""	""	"1"	"MA11073998"
"0021173862"	"0021173862"	"1"	""	""	"1"	"MA11081615"
"0021173884"	"0021173884"	"1"	""	""	"1"	"MA08179575"
"0021173893"	"0021173893"	"1"	""	""	"1"	"MA08325968"
"0021173935"	"0021173935"	"1"	""	""	""	"MA11114574"
"0021174006"	"0021174006"	"1"	""	""	"1"	"MA08845226"
"0021174013"	"0021174013"	"1"	""	""	"1"	"MA08483762"
"0021174031"	"0021174031"	"1"	""	""	"1"	"MA09546552"
"0021174041"	"0021174041"	"1"	""	""	"1"	"MA08936624"
"0021174054"	"0021174054"	"1"	""	""	"1"	"MA09545823"
"0021174078"	"0021174078"	"1"	""	""	"1"	"MF07487499"
"0021174119"	"0021174119"	"1"	""	""	"1"	"MA11064015"
"0021174125"	"0021174125"	"1"	""	""	"1"	"MF08217631"
"0021174140"	"0021174140"	"1"	""	""	"1"	"MA11069062"
"0021174151"	"0021174151"	"1"	""	""	"1"	"MR00842443"
"0021174160"	"0021174160"	"1"	""	""	"1"	"MA11140783"
"0021174165"	"0021174165"	"1"	""	""	"1"	"MF08730849"
"0021174175"	"0021174175"	"1"	""	""	"1"	"MA08159398"
"0021174180"	"0021174180"	"1"	""	""	"1"	"MA09292993"
"0021174203"	"0021174203"	"1"	""	""	"1"	"MA08936109"
"0021174205"	"0021174205"	"1"	""	""	"1"	"MA11031321"
"0021174206"	"0021174206"	"1"	""	""	"1"	"MA08485932"
"0021174216"	"0021174216"	"1"	""	""	"1"	"MA11029142"
"0021174245"	"0021174245"	"1"	""	""	"1"	"MA08487049"
"0021174253"	"0021174253"	"1"	""	""	"1"	"MA08485636"
"0021174270"	"0021174270"	"1"	""	""	"1"	"MR00374369"
"0021174307"	"0021174307"	"1"	""	""	"1"	"MA09545325"
"0021174318"	"0021174318"	"1"	""	""	"1"	"MA11031358"
"0021174322"	"0021174322"	"1"	""	""	"1"	"MA11050073"
"0021174328"	"0021174328"	"1"	""	""	"1"	"MA09486348"
"0021174355"	"0021174355"	"1"	""	""	"1"	"MA11029186"
"0021174369"	"0021174369"	"1"	""	""	"1"	"MA08937098"
"0021174373"	"0021174373"	"1"	""	""	"1"	"MA11031336"
"0021174384"	"0021174384"	"1"	""	""	"1"	"MA08845239"
"0021174401"	"0021174401"	"1"	""	""	"1"	"MA11031357"
"0021174410"	"0021174410"	"1"	""	""	"1"	"MF01599784"
"0021174429"	"0021174429"	"1"	""	""	"1"	"MA11075049"
"0021174442"	"0021174442"	"1"	""	""	"1"	"MA09485223"
"0021174445"	"0021174445"	"1"	""	""	"1"	"MA09484817"
"0021174474"	"0021174474"	"1"	""	""	"1"	"MA08940134"
"0021174478"	"0021174478"	"1"	""	""	"1"	"MA09487569"
"0021174484"	"0021174484"	"1"	""	""	"1"	"MR14160567"
"0021174528"	"0021174528"	"1"	""	""	"1"	"MA11045856"
"0021174530"	"0021174530"	"1"	""	""	"1"	"MA09485233"
"0021174534"	"0021174534"	"1"	""	""	"1"	"MA11075051"
"0021174543"	"0021174543"	"1"	""	""	"1"	"MA11096656"
"0021174566"	"0021174566"	"1"	""	""	"1"	"MA11120024"
"0021174567"	"0021174567"	"1"	""	""	"1"	"MA08471946"
"0021174568"	"0021174568"	"1"	""	""	"1"	"MA11116826"
"0021174569"	"0021174569"	"1"	""	""	""	"MA11114906"
"0021174582"	"0021174582"	"1"	""	""	"1"	"MA08483485"
"0021174585"	"0021174585"	"1"	""	""	"1"	"MA09292985"
"0021174588"	"0021174588"	"1"	""	""	"1"	"MA11118930"
"0021174594"	"0021174594"	"1"	""	""	"1"	"MA10997343"
"0021174633"	"0021174633"	"1"	""	""	"1"	"MF06952967"
"0021174635"	"0021174635"	"1"	""	""	"1"	"MA11137644"
"0021174643"	"0021174643"	"1"	""	""	"1"	"MA09699948"
"0021174669"	"0021174669"	"1"	""	""	"1"	"MA11069725"
"0021174686"	"0021174686"	"1"	""	""	"1"	"MA08487836"
"0021174690"	"0021174690"	"1"	""	""	"1"	"MA09355798"
